task_i,task_j,S_ij_km
30,71,-0.927569
30,72,6.017357
30,73,-1.271812
30,74,-1.58888
30,75,6.273467
30,76,0.039932
30,77,-0.926062
30,78,6.530671
30,79,3.252957
30,80,-0.620675
30,81,-2.239913
30,82,6.55992
30,83,-2.583643
30,84,4.06112
30,85,3.964722
30,86,-1.435696
30,87,-0.193862
30,88,2.67088
30,89,-0.208435
30,90,-2.941299
30,91,1.109602
30,92,0.238895
30,93,-0.425094
30,94,0.290849
30,95,-3.578579
30,96,4.227503
30,97,-1.108355
30,98,7.044772
30,99,0.970725
30,100,1.993771
30,101,2.395156
30,102,-2.747625
30,103,-0.26367
30,104,1.982033
30,105,0.123338
30,106,1.182712
30,107,-5.258654
30,108,2.481727
30,109,3.78023
30,110,3.102794
30,111,-2.084728
30,112,8.237998
30,113,3.272859
30,114,2.884464
30,115,-1.156868
30,116,-1.9799
30,117,-0.599597
30,118,0.675984
30,119,0.220822
30,120,1.639221
30,121,-0.186254
30,122,3.751133
30,123,-0.120528
30,124,6.883002
30,125,2.427827
30,126,-0.336931
30,127,-1.450713
30,128,1.246215
30,129,0.233129
30,130,-2.227373
30,131,0.442302
30,132,2.723422
30,133,-0.765222
30,134,-0.380778
30,135,0.754925
30,136,5.416088
30,137,6.784545
30,138,1.781752
30,139,-0.176778
30,140,-0.738902
30,141,2.431599
30,142,-3.420041
30,143,-0.068992
30,144,-3.514779
30,145,8.215182
30,146,-2.854232
30,147,-1.133873
30,148,-3.517888
30,149,0.73111
30,150,1.789933
30,151,-0.705909
30,152,-0.729324
30,153,3.382765
30,154,-2.434273
30,155,0.413441
30,156,2.748936
30,157,2.410558
30,158,1.306994
30,159,-0.183748
30,160,-2.641528
30,161,3.034542
30,162,-3.992815
30,163,2.416016
30,164,0.521467
30,165,4.714695
30,166,4.028529
30,167,0.568851
30,168,-0.895375
30,169,-0.655479
30,170,2.681443
30,171,-1.584365
30,172,4.02461
30,173,-0.153505
30,174,7.835027
30,175,0.952942
30,176,-0.151392
30,177,1.047932
30,178,0.362121
30,179,-3.196153
30,180,0.30407
30,181,5.890665
30,182,1.316335
30,183,0.129688
30,184,1.725725
30,185,-2.839481
30,186,2.305451
30,187,-1.313134
30,188,0.964234
30,189,-0.073034
30,190,3.363551
30,191,1.839006
30,192,2.013103
30,193,-0.007375
30,194,-0.391842
30,195,-1.731332
30,196,1.757761
30,197,1.265479
30,198,-0.01224
30,199,2.238874
30,200,-3.705524
31,32,7.900648
31,33,2.92619
31,34,0.354389
31,35,-0.266831
31,36,0.385017
31,37,4.916877
31,38,0.295178
31,39,5.950808
31,40,2.917611
31,41,0.78206
31,42,5.00001
31,43,4.01211
31,44,5.454093
31,45,0.412691
31,46,-2.452808
31,47,-0.318435
31,48,0.02835
31,49,2.363194
31,50,-1.204714
31,51,7.607531
31,52,1.364875
31,53,-0.215787
31,54,1.912891
31,55,-3.436742
31,56,-0.134922
31,57,0.420942
31,58,6.032622
31,59,7.319779
31,60,-0.824342
31,61,4.623598
31,62,-0.872999
31,63,0.932212
31,64,0.605709
31,65,3.768704
31,66,0.307292
31,67,2.010443
31,68,6.147093
31,69,0.115721
31,70,0.451841
31,71,5.185903
31,72,1.873267
31,73,0.641757
31,74,8.089861
31,75,0.477152
31,76,-2.443478
31,77,3.081969
31,78,0.023536
31,79,-0.606001
31,80,-1.765948
31,81,0.609376
31,82,-0.328052
31,83,4.973854
31,84,0.814437
31,85,-0.035406
31,86,4.417013
31,87,7.174096
31,88,1.949297
31,89,3.047759
31,90,2.059457
31,91,-1.124659
31,92,-1.501146
31,93,6.269789
31,94,6.661359
31,95,-4.850015
31,96,0.315674
31,97,-0.921184
31,98,0.527568
31,99,2.100469
31,100,-0.394776
31,101,-0.724047
31,102,2.297877
31,103,1.776715
31,104,6.162831
31,105,2.314214
31,106,1.524231
31,107,0.814353
31,108,0.256531
31,109,-0.635035
31,110,3.618308
31,111,0.66107
31,112,0.488813
31,113,-0.165099
31,114,0.470209
31,115,-0.742129
31,116,0.150049
31,117,3.145028
31,118,-1.999573
31,119,1.516304
31,120,1.780371
31,121,0.241989
31,122,0.604877
31,123,7.588904
31,124,0.372971
31,125,1.828065
31,126,6.220587
31,127,0.205242
31,128,1.161779
31,129,0.585514
31,130,-1.795735
31,131,4.708163
31,132,2.444406
31,133,5.261195
31,134,-0.922118
31,135,-0.670237
31,136,0.22453
31,137,0.033597
31,138,-0.685519
31,139,3.291119
31,140,0.670827
31,141,-1.052836
31,142,0.245558
31,143,0.365763
31,144,3.67902
31,145,0.058527
31,146,-0.130404
31,147,4.804722
31,148,-0.548175
31,149,3.317164
31,150,-0.605874
31,151,5.938387
31,152,-1.640161
31,153,1.669077
31,154,4.99642
31,155,0.690227
31,156,5.479127
31,157,0.495351
31,158,0.016315
31,159,3.597137
31,160,-1.629422
31,161,0.877641
31,162,2.586694
31,163,-1.962099
31,164,2.967803
31,165,0.015067
31,166,-0.286787
31,167,1.647553
31,168,-0.036101
31,169,-0.685085
31,170,5.301458
31,171,-1.547134
31,172,2.815722
31,173,-0.074017
31,174,0.80515
31,175,3.349613
31,176,7.717012
31,177,2.16481
31,178,3.565384
31,179,2.904306
31,180,7.815701
31,181,0.625038
31,182,1.425157
31,183,0.84515
31,184,4.360459
31,185,-1.164987
31,186,4.533362
31,187,7.442075
31,188,5.890196
31,189,3.378795
31,190,6.630965
31,191,-1.318843
31,192,1.303941
31,193,1.848264
31,194,-0.254148
31,195,4.667881
31,196,-0.107162
31,197,2.648343
31,198,2.612838
31,199,-0.497002
31,200,-4.32878
32,33,-0.087431
32,34,4.474717
32,35,1.326644
32,36,-0.299785
32,37,3.412488
32,38,0.346844
32,39,-0.506475
32,40,-0.564252
32,41,8.313039
32,42,-1.498966
32,43,0.332429
32,44,1.707889
32,45,4.129081
32,46,-2.236087
32,47,1.728167
32,48,8.315715
32,49,-1.497866
32,50,1.245254
32,51,0.302572
32,52,-0.873001
32,53,2.778719
32,54,-0.001991
32,55,-3.15298
32,56,-1.213603
32,57,3.433718
32,58,-0.238682
32,59,0.80997
32,60,2.654986
32,61,0.757887
32,62,6.214785
32,63,6.517975
32,64,3.886666
32,65,0.212134
32,66,0.679813
32,67,1.009718
32,68,-0.070379
32,69,2.751866
32,70,3.670887
32,71,0.416568
32,72,6.400311
32,73,-0.032881
32,74,-0.209313
32,75,3.492901
32,76,-0.265165
32,77,-0.073899
32,78,9.079357
32,79,6.577737
32,80,2.406993
32,81,-1.090344
32,82,8.198346
32,83,-0.994719
32,84,4.697432
32,85,4.561252
32,86,0.082545
32,87,-0.022878
32,88,3.960041
32,89,0.136616
32,90,-0.310384
32,91,3.874356
32,92,-1.953657
32,93,0.231313
32,94,0.106293
32,95,-4.07643
32,96,6.715583
32,97,1.201687
32,98,8.787295
32,99,1.192149
32,100,1.921053
32,101,4.844216
32,102,-1.454112
32,103,1.922512
32,104,1.902728
32,105,2.117416
32,106,0.890572
32,107,-2.594359
32,108,4.341312
32,109,6.841418
32,110,2.194391
32,111,-0.137739
32,112,5.606783
32,113,3.864465
32,114,4.728557
32,115,0.799359
32,116,0.732539
32,117,0.717078
32,118,-2.09637
32,119,-0.682179
32,120,1.67262
32,121,-2.19102
32,122,3.359192
32,123,-0.100464
32,124,8.99717
32,125,1.427359
32,126,-0.11973
32,127,0.904864
32,128,1.239973
32,129,-1.559474
32,130,0.927433
32,131,0.893478
32,132,2.441889
32,133,0.339663
32,134,-2.542483
32,135,-0.286995
32,136,7.878251
32,137,9.188414
32,138,3.645757
32,139,-0.3097
32,140,0.251768
32,141,0.349425
32,142,-0.554254
32,143,2.19932
32,144,-0.979726
32,145,9.378838
32,146,-0.689508
32,147,-0.15783
32,148,-0.434669
32,149,1.311998
32,150,5.08143
32,151,0.024932
32,152,2.136939
32,153,3.033864
32,154,-0.537385
32,155,-0.432346
32,156,2.358302
32,157,3.663698
32,158,3.914702
32,159,0.412665
32,160,0.240889
32,161,4.968237
32,162,-1.543334
32,163,4.368043
32,164,1.130603
32,165,5.366899
32,166,7.382634
32,167,-0.824443
32,168,0.737799
32,169,-0.972415
32,170,1.688598
32,171,-1.462044
32,172,2.911387
32,173,2.439038
32,174,7.432792
32,175,0.773482
32,176,-0.065494
32,177,-0.078894
32,178,-0.376274
32,179,-0.844884
32,180,-0.453508
32,181,3.748478
32,182,3.10293
32,183,1.295968
32,184,2.30469
32,185,0.378152
32,186,1.886671
32,187,-0.297072
32,188,-0.563777
32,189,0.866591
32,190,2.703992
32,191,3.217757
32,192,1.057515
32,193,-0.747587
32,194,0.644774
32,195,0.179991
32,196,0.269247
32,197,0.802554
32,198,0.933871
32,199,4.681651
32,200,-3.627935
33,34,0.532402
33,35,-2.804493
33,36,-1.268575
33,37,0.85532
33,38,0.636124
33,39,-0.352979
33,40,-0.525229
33,41,3.084174
33,42,-3.567796
33,43,0.605089
33,44,0.412389
33,45,3.213068
33,46,-2.746707
33,47,0.582125
33,48,3.20546
33,49,-1.808894
33,50,-1.259736
33,51,-0.729101
33,52,-0.473416
33,53,1.706391
33,54,-0.034301
33,55,-3.492986
33,56,-0.871552
33,57,-0.072714
33,58,-1.179222
33,59,-1.221359
33,60,1.490316
33,61,0.199064
33,62,3.367501
33,63,2.010923
33,64,1.451749
33,65,0.526739
33,66,0.255477
33,67,0.201328
33,68,0.018617
33,69,1.198656
33,70,2.772176
33,71,0.662944
33,72,2.183398
33,73,0.067175
33,74,0.15821
33,75,-0.501776
33,76,-1.746238
33,77,-0.511545
33,78,3.748795
33,79,3.356179
33,80,1.566383
33,81,-1.333905
33,82,3.904356
33,83,-0.615361
33,84,2.246877
33,85,3.041916
33,86,-0.59449
33,87,-0.216323
33,88,-0.00666
33,89,-0.060137
33,90,-0.625442
33,91,2.471313
33,92,-5.566549
33,93,0.035941
33,94,-1.578296
33,95,-5.632935
33,96,2.165704
33,97,1.569256
33,98,3.444247
33,99,0.702498
33,100,0.198693
33,101,3.535676
33,102,-1.490171
33,103,0.715152
33,104,0.572975
33,105,0.559302
33,106,-0.683641
33,107,-2.581306
33,108,2.978456
33,109,3.771574
33,110,-0.225306
33,111,0.292348
33,112,1.298725
33,113,-0.741627
33,114,2.710688
33,115,1.232139
33,116,-3.158325
33,117,0.901356
33,118,-5.295877
33,119,-1.859981
33,120,1.10557
33,121,-4.438883
33,122,0.655423
33,123,-0.333153
33,124,3.620865
33,125,-0.621546
33,126,-0.896922
33,127,1.07821
33,128,0.32417
33,129,-3.625281
33,130,-0.293039
33,131,0.22189
33,132,0.952654
33,133,0.571928
33,134,-4.972659
33,135,-1.573792
33,136,3.03627
33,137,3.612223
33,138,2.643558
33,139,-1.403114
33,140,-2.466428
33,141,-3.489709
33,142,-3.659904
33,143,1.679748
33,144,-1.498885
33,145,3.722401
33,146,-4.871612
33,147,-0.003035
33,148,-2.903564
33,149,-0.418307
33,150,1.983008
33,151,0.164774
33,152,1.191384
33,153,0.229011
33,154,-0.130763
33,155,-1.482119
33,156,0.694257
33,157,2.773723
33,158,2.448973
33,159,0.097245
33,160,-0.018948
33,161,1.089776
33,162,-1.385991
33,163,2.140668
33,164,0.88712
33,165,0.711615
33,166,3.683631
33,167,-2.481778
33,168,0.936389
33,169,-2.711445
33,170,-1.00717
33,171,-2.972319
33,172,0.621688
33,173,0.852527
33,174,2.8163
33,175,-0.981705
33,176,-0.326105
33,177,-1.175555
33,178,-1.247937
33,179,-0.685997
33,180,-1.949105
33,181,-0.107466
33,182,2.169393
33,183,-1.276764
33,184,0.495379
33,185,-1.377924
33,186,0.535028
33,187,-0.145548
33,188,-3.150821
33,189,0.315611
33,190,0.799272
33,191,2.101412
33,192,-0.328042
33,193,-1.92275
33,194,0.123076
33,195,0.353698
33,196,-1.415738
33,197,0.136808
33,198,0.922097
33,199,3.404175
33,200,-5.003922
34,35,1.019372
34,36,-2.662754
34,37,6.544009
34,38,-1.719862
34,39,2.637972
34,40,0.043068
34,41,2.154624
34,42,5.735528
34,43,1.629001
34,44,4.772952
34,45,-1.013843
34,46,-5.454013
34,47,-1.043138
34,48,0.234032
34,49,0.109557
34,50,-1.743286
34,51,6.236423
34,52,-1.089008
34,53,-2.714826
34,54,0.341812
34,55,-5.302056
34,56,-2.511547
34,57,-0.002276
34,58,3.491168
34,59,9.552507
34,60,-3.112108
34,61,1.856996
34,62,-1.413734
34,63,2.764833
34,64,-0.164916
34,65,1.47327
34,66,-0.746832
34,67,-1.043168
34,68,3.096703
34,69,-1.211047
34,70,-1.336598
34,71,2.138748
34,72,3.48569
34,73,-1.728235
34,74,3.828629
34,75,3.200499
34,76,-5.323379
34,77,-0.035641
34,78,0.290977
34,79,-0.774224
34,80,-3.338245
34,81,-2.471425
34,82,-0.479995
34,83,1.72391
34,84,0.876463
34,85,-1.818629
34,86,3.190463
34,87,3.426724
34,88,3.155379
34,89,-0.188681
34,90,0.248013
34,91,-2.084224
34,92,-0.024168
34,93,3.155437
34,94,5.559679
34,95,-7.915149
34,96,1.332586
34,97,-2.686907
34,98,1.753476
34,99,-0.270667
34,100,-2.690554
34,101,-1.731256
34,102,-0.920392
34,103,0.942566
34,104,4.629047
34,105,1.630091
34,106,0.177576
34,107,-1.692683
34,108,-1.399983
34,109,-1.526095
34,110,5.435212
34,111,-1.746801
34,112,1.963214
34,113,-0.003885
34,114,-0.003414
34,115,-3.052143
34,116,0.618109
34,117,0.271591
34,118,0.236514
34,119,-1.76025
34,120,-0.666877
34,121,-0.278395
34,122,1.359349
34,123,3.818778
34,124,1.519031
34,125,2.629977
34,126,3.636756
34,127,-1.867118
34,128,-0.774983
34,129,-0.36722
34,130,-2.754722
34,131,1.75526
34,132,2.200799
34,133,2.039959
34,134,-0.914444
34,135,-3.833367
34,136,1.148257
34,137,0.387946
34,138,-2.192207
34,139,1.534196
34,140,0.347481
34,141,0.283961
34,142,-0.165214
34,143,-0.864714
34,144,0.654751
34,145,0.714557
34,146,-0.036101
34,147,1.747371
34,148,-0.777586
34,149,3.317861
34,150,-0.743742
34,151,2.715977
34,152,-2.80917
34,153,1.078973
34,154,2.556264
34,155,-2.556726
34,156,5.993117
34,157,-0.74748
34,158,-0.912697
34,159,0.528793
34,160,-3.456072
34,161,1.828647
34,162,0.126189
34,163,-3.413048
34,164,0.716565
34,165,1.360383
34,166,-0.243375
34,167,-0.887733
34,168,-2.776379
34,169,-3.60358
34,170,6.642388
34,171,-4.601525
34,172,6.027185
34,173,-0.656209
34,174,1.882646
34,175,3.532139
34,176,3.783965
34,177,-1.147816
34,178,0.099194
34,179,0.887024
34,180,6.202277
34,181,3.727309
34,182,-0.395257
34,183,1.121715
34,184,4.133422
34,185,-1.932357
34,186,4.419537
34,187,3.909377
34,188,7.334636
34,189,0.787291
34,190,7.730008
34,191,-3.062222
34,192,-0.882316
34,193,-1.33392
34,194,-2.933476
34,195,1.883952
34,196,-2.957743
34,197,-0.526998
34,198,0.196537
34,199,-1.927107
34,200,-7.405561
35,36,-6.620652
35,37,0.903222
35,38,-3.937164
35,39,-2.295912
35,40,-4.07779
35,41,-0.011388
35,42,2.744917
35,43,0.49938
35,44,-0.394093
35,45,-1.30038
35,46,-8.92173
35,47,-2.773616
35,48,-0.484384
35,49,-2.917771
35,50,-4.54415
35,51,1.491177
35,52,-4.232321
35,53,-3.97264
35,54,-1.821594
35,55,-8.297451
35,56,-5.679236
35,57,0.917639
35,58,-0.199938
35,59,1.634356
35,60,-4.874439
35,61,-2.933938
35,62,-2.969193
35,63,-0.492872
35,64,0.459989
35,65,-0.25277
35,66,-2.478085
35,67,-1.598793
35,68,-1.473713
35,69,-2.188027
35,70,-1.767514
35,71,1.414639
35,72,0.108216
35,73,-4.327562
35,74,1.10652
35,75,-2.890888
35,76,-7.791754
35,77,-4.65916
35,78,-0.940749
35,79,-2.425828
35,80,-5.263432
35,81,-6.581087
35,82,-1.646332
35,83,-2.555657
35,84,-1.172748
35,85,-2.496982
35,86,0.027679
35,87,2.305552
35,88,-0.256454
35,89,-2.711955
35,90,-2.335041
35,91,-4.102985
35,92,-0.774223
35,93,-1.732254
35,94,2.340935
35,95,-11.362255
35,96,-1.407191
35,97,-4.736522
35,98,-0.556677
35,99,-0.68279
35,100,-5.427047
35,101,-3.450258
35,102,-5.484393
35,103,-1.998796
35,104,-1.584199
35,105,-1.319112
35,106,0.545348
35,107,-4.952677
35,108,-2.081632
35,109,-2.657964
35,110,0.610582
35,111,-4.366324
35,112,-0.929848
35,113,0.944558
35,114,-2.10797
35,115,-5.285234
35,116,-2.585772
35,117,-1.377177
35,118,-3.358229
35,119,-4.100399
35,120,-1.02278
35,121,-2.758466
35,122,-0.364158
35,123,2.617233
35,124,-0.521658
35,125,-2.01536
35,126,3.421423
35,127,-3.883637
35,128,-1.488709
35,129,-4.205764
35,130,-5.209
35,131,-3.152179
35,132,-2.745865
35,133,0.3569
35,134,-4.038339
35,135,-6.17658
35,136,-1.202097
35,137,-0.697327
35,138,-4.130317
35,139,-0.205272
35,140,0.849904
35,141,-0.396131
35,142,-2.098207
35,143,-1.955648
35,144,-0.473293
35,145,-0.512111
35,146,-1.514564
35,147,-2.383193
35,148,-3.518492
35,149,0.255042
35,150,-2.929623
35,151,-0.534497
35,152,-5.086179
35,153,-3.518522
35,154,-0.916441
35,155,-4.824961
35,156,-0.304508
35,157,-1.052425
35,158,-1.869374
35,159,-3.53018
35,160,-5.791497
35,161,-0.472979
35,162,-3.197615
35,163,-4.909436
35,164,1.207505
35,165,0.002029
35,166,-1.79288
35,167,-2.570078
35,168,-5.121482
35,169,-7.846804
35,170,1.617214
35,171,-8.470509
35,172,-0.649948
35,173,-1.955362
35,174,0.020422
35,175,0.233352
35,176,3.462975
35,177,-2.206905
35,178,-1.141782
35,179,-2.340365
35,180,3.365413
35,181,-2.038565
35,182,-0.45855
35,183,-0.50531
35,184,0.469272
35,185,-4.70926
35,186,-1.537018
35,187,-0.976159
35,188,2.395499
35,189,-3.378411
35,190,0.198541
35,191,-5.011588
35,192,-1.478804
35,193,-4.232501
35,194,-5.261449
35,195,0.437354
35,196,-5.1164
35,197,-1.022164
35,198,-0.56415
35,199,-3.117579
35,200,-10.932928
36,37,-2.183576
36,38,-0.571739
36,39,1.045337
36,40,-0.468168
36,41,1.209746
36,42,-5.411608
36,43,-1.108263
36,44,-1.921177
36,45,0.924073
36,46,0.356954
36,47,-3.513745
36,48,1.536288
36,49,-3.149826
36,50,-5.033903
36,51,-3.125189
36,52,0.075532
36,53,4.088002
36,54,-2.711633
36,55,-5.083284
36,56,-1.069864
36,57,-3.622627
36,58,-1.906274
36,59,-3.608201
36,60,2.591701
36,61,-0.499479
36,62,0.910339
36,63,0.920262
36,64,-1.687543
36,65,-0.967991
36,66,-3.669625
36,67,1.900304
36,68,1.133471
36,69,-0.609086
36,70,1.621746
36,71,1.253454
36,72,-1.3034
36,73,-1.18242
36,74,2.399387
36,75,-0.371167
36,76,2.183244
36,77,0.104729
36,78,1.902424
36,79,0.202197
36,80,0.196273
36,81,0.633614
36,82,2.326068
36,83,1.443839
36,84,-0.553136
36,85,3.086386
36,86,-4.462708
36,87,0.694227
36,88,-4.184121
36,89,2.25012
36,90,-1.791476
36,91,-0.368971
36,92,-8.796613
36,93,-0.138263
36,94,-4.656326
36,95,-1.440948
36,96,-1.420966
36,97,-0.812125
36,98,0.787325
36,99,-0.320079
36,100,1.043807
36,101,0.784489
36,102,0.435725
36,103,-3.282708
36,104,-0.342734
36,105,-3.38637
36,106,-3.072119
36,107,-3.207565
36,108,2.189163
36,109,2.373262
36,110,-3.584675
36,111,0.433661
36,112,0.617781
36,113,-3.791043
36,114,-0.42154
36,115,0.653004
36,116,-7.551881
36,117,2.878833
36,118,-6.93137
36,119,-0.757422
36,120,0.733381
36,121,-5.470326
36,122,-2.55622
36,123,0.84079
36,124,0.909377
36,125,-2.684869
36,126,-3.146473
36,127,0.278848
36,128,-1.245784
36,129,-3.965059
36,130,-3.569621
36,131,-0.346936
36,132,-0.981181
36,133,3.010696
36,134,-5.95305
36,135,2.096127
36,136,-0.073502
36,137,1.845174
36,138,0.917124
36,139,-3.431164
36,140,-6.28193
36,141,-6.583196
36,142,-7.801416
36,143,-1.724526
36,144,-3.46696
36,145,2.150378
36,146,-9.150508
36,147,0.917293
36,148,-7.15844
36,149,-3.988596
36,150,-1.560161
36,151,1.891124
36,152,-1.568391
36,153,0.062317
36,154,-1.338564
36,155,1.301922
36,156,-1.516642
36,157,-0.309182
36,158,-0.749623
36,159,-0.591
36,160,-1.158751
36,161,-3.214625
36,162,-2.067616
36,163,2.439336
36,164,-1.188924
36,165,-2.910267
36,166,0.308273
36,167,-2.893391
36,168,2.842648
36,169,-0.472471
36,170,-4.57946
36,171,-0.347924
36,172,-2.253209
36,173,-3.319685
36,174,1.088249
36,175,-4.096542
36,176,0.247512
36,177,0.107147
36,178,-0.464166
36,179,-1.877129
36,180,-4.123584
36,181,-1.082861
36,182,0.885838
36,183,-5.31167
36,184,-2.811619
36,185,-5.236923
36,186,-1.220345
36,187,0.906695
36,188,-6.218125
36,189,-0.726137
36,190,-1.068272
36,191,1.743205
36,192,-1.031304
36,193,-1.180968
36,194,0.645311
36,195,0.276004
36,196,-0.248158
36,197,1.845489
36,198,-0.10546
36,199,1.694173
36,200,-1.233595
37,38,3.686855
37,39,1.50963
37,40,-0.107514
37,41,1.809736
37,42,0.584482
37,43,4.836866
37,44,0.07946
37,45,5.573709
37,46,-2.354623
37,47,2.3461
37,48,3.500572
37,49,5.875622
37,50,-0.04857
37,51,1.218889
37,52,2.81482
37,53,5.945691
37,54,4.242574
37,55,-0.076905
37,56,0.308249
37,57,6.663124
37,58,1.772921
37,59,0.344127
37,60,2.526978
37,61,-0.268847
37,62,4.36354
37,63,0.669667
37,64,5.91992
37,65,4.481951
37,66,2.552863
37,67,5.456924
37,68,2.314722
37,69,2.287795
37,70,5.612359
37,71,6.508209
37,72,0.825842
37,73,0.33444
37,74,5.399109
37,75,-1.294946
37,76,-0.830072
37,77,-0.980106
37,78,3.338592
37,79,3.821085
37,80,5.676517
37,81,-1.285773
37,82,4.461644
37,83,2.267361
37,84,0.322482
37,85,7.74291
37,86,0.980962
37,87,4.951945
37,88,0.055349
37,89,3.756565
37,90,7.015306
37,91,2.156552
37,92,-0.664806
37,93,0.940316
37,94,0.789792
37,95,-4.933084
37,96,1.886761
37,97,1.942876
37,98,2.705913
37,99,5.559974
37,100,-0.730589
37,101,2.295017
37,102,-0.73922
37,103,-0.004772
37,104,-0.458458
37,105,-0.018522
37,106,4.416108
37,107,3.395329
37,108,9.667882
37,109,5.928421
37,110,-0.002267
37,111,2.477884
37,112,0.44854
37,113,4.448806
37,114,0.765145
37,115,1.608511
37,116,-0.851501
37,117,6.111054
37,118,-1.279264
37,119,1.099974
37,120,5.879723
37,121,0.148724
37,122,0.47331
37,123,4.994649
37,124,3.038228
37,125,-0.535089
37,126,2.97501
37,127,4.993946
37,128,3.657724
37,129,-1.115375
37,130,1.457633
37,131,-0.556536
37,132,-0.938358
37,133,6.164044
37,134,-1.20936
37,135,0.743847
37,136,2.615205
37,137,3.61998
37,138,1.150406
37,139,1.808057
37,140,1.313823
37,141,1.666401
37,142,0.743227
37,143,4.564372
37,144,6.971391
37,145,4.307482
37,146,-1.168151
37,147,1.790611
37,148,-0.185545
37,149,0.063089
37,150,1.970366
37,151,4.073582
37,152,1.731937
37,153,-1.338409
37,154,3.69565
37,155,1.684627
37,156,-0.077764
37,157,5.533622
37,158,5.839741
37,159,-0.242308
37,160,4.513003
37,161,0.916682
37,162,4.260067
37,163,6.416247
37,164,6.534547
37,165,2.852856
37,166,3.49463
37,167,1.555722
37,168,2.27752
37,169,-3.483814
37,170,-0.185676
37,171,-3.471072
37,172,-0.187126
37,173,2.711025
37,174,1.318461
37,175,0.16012
37,176,4.899658
37,177,3.655055
37,178,4.444347
37,179,4.649884
37,180,1.516639
37,181,-0.630901
37,182,10.711307
37,183,0.014798
37,184,0.040472
37,185,-0.005688
37,186,-0.348975
37,187,2.174285
37,188,-0.283304
37,189,-0.550842
37,190,-0.02629
37,191,1.731856
37,192,3.498774
37,193,0.356827
37,194,0.557069
37,195,7.112605
37,196,-0.028308
37,197,5.994951
37,198,5.445701
37,199,5.567742
37,200,-4.746379
38,39,1.829971
38,40,2.415616
38,41,2.041663
38,42,-3.7779
38,43,0.205246
38,44,2.400454
38,45,0.503501
38,46,-2.406312
38,47,-0.363631
38,48,0.947659
38,49,-1.375438
38,50,0.809329
38,51,0.229924
38,52,0.288078
38,53,-0.617997
38,54,-0.449151
38,55,-1.282843
38,56,0.649996
38,57,-2.009824
38,58,-1.565151
38,59,-0.310331
38,60,-0.567588
38,61,0.593254
38,62,1.80457
38,63,1.149555
38,64,-0.839795
38,65,0.22596
38,66,-0.659008
38,67,-1.567301
38,68,0.810615
38,69,-0.554444
38,70,0.376279
38,71,0.219481
38,72,3.963513
38,73,-0.801157
38,74,0.693893
38,75,-2.069713
38,76,-2.996974
38,77,2.174106
38,78,1.744267
38,79,1.969106
38,80,0.559591
38,81,-0.180651
38,82,2.149434
38,83,1.252666
38,84,0.576056
38,85,0.424251
38,86,0.332732
38,87,-0.497985
38,88,1.9157
38,89,-1.399513
38,90,-0.743017
38,91,2.277906
38,92,-6.660421
38,93,1.635907
38,94,-0.904278
38,95,-6.515461
38,96,3.398369
38,97,0.227349
38,98,2.83978
38,99,-0.686757
38,100,-0.21387
38,101,2.034351
38,102,1.46218
38,103,3.170808
38,104,3.6453
38,105,3.044891
38,106,-1.99538
38,107,-1.231214
38,108,0.373619
38,109,1.211746
38,110,0.42149
38,111,-0.028159
38,112,-0.193807
38,113,-2.809504
38,114,3.210372
38,115,-0.554746
38,116,-2.242093
38,117,-0.132388
38,118,-6.959346
38,119,-3.494693
38,120,-0.58726
38,121,-5.879918
38,122,-1.057956
38,123,-0.589119
38,124,2.187372
38,125,-2.064962
38,126,-0.759429
38,127,0.011757
38,128,-1.107665
38,129,-5.19535
38,130,1.527019
38,131,1.936171
38,132,-0.700471
38,133,0.101849
38,134,-6.530061
38,135,-3.433144
38,136,3.098981
38,137,1.280037
38,138,1.55446
38,139,-1.988192
38,140,-3.30518
38,141,-5.014988
38,142,-3.958822
38,143,-0.098712
38,144,-1.574099
38,145,1.581347
38,146,-5.123209
38,147,0.751436
38,148,-2.649003
38,149,0.567357
38,150,2.91976
38,151,0.090835
38,152,1.964981
38,153,-0.898094
38,154,0.49523
38,155,-3.28783
38,156,3.073825
38,157,0.190703
38,158,0.212897
38,159,-0.031833
38,160,0.191393
38,161,1.020028
38,162,-0.499201
38,163,0.669239
38,164,-0.156214
38,165,-1.352261
38,166,1.876983
38,167,-3.992533
38,168,-1.006637
38,169,-2.901452
38,170,0.665546
38,171,-3.370657
38,172,-0.182666
38,173,-0.527976
38,174,1.759872
38,175,-0.811769
38,176,-0.510138
38,177,-2.807139
38,178,-2.567983
38,179,-0.299467
38,180,-1.47424
38,181,-1.974099
38,182,0.033189
38,183,-1.549482
38,184,3.102855
38,185,0.481005
38,186,0.885923
38,187,1.772599
38,188,-2.623188
38,189,3.323214
38,190,3.794415
38,191,1.123795
38,192,-1.92568
38,193,-3.499861
38,194,-1.730021
38,195,0.020874
38,196,-3.143012
38,197,-1.505744
38,198,-0.219409
38,199,0.697239
38,200,-5.475388
39,40,0.403197
39,41,7.83648
39,42,-4.097394
39,43,0.678107
39,44,0.165988
39,45,4.6613
39,46,-0.139603
39,47,1.877881
39,48,6.880978
39,49,0.939596
39,50,2.122934
39,51,-1.38905
39,52,0.679223
39,53,4.767539
39,54,1.433305
39,55,-0.043163
39,56,0.032574
39,57,1.910873
39,58,-1.759452
39,59,-1.787449
39,60,3.41622
39,61,-0.15865
39,62,8.181768
39,63,7.070437
